;0;1
714;21420.0;2.0
715;21450.0;2.0
716;21480.0;2.0
717;21510.0;2.0
718;21540.0;2.0
719;21570.0;2.0
720;21600.0;2.0
721;21630.0;2.0
722;21660.0;2.0
723;21690.0;2.0
724;21720.0;2.0
725;21750.0;2.0
726;21780.0;2.0
727;21810.0;2.0
728;21840.0;2.0
729;21870.0;2.0
730;21900.0;2.0
731;21930.0;2.0
732;21960.0;2.0
733;21990.0;3.0
734;22020.0;3.0
735;22050.0;2.0
736;22080.0;3.0
737;22110.0;3.0
738;22140.0;3.0
739;22170.0;3.0
740;22200.0;3.0
741;22230.0;3.0
742;22260.0;3.0
743;22290.0;3.0
744;22320.0;3.0
745;22350.0;3.0
746;22380.0;3.0
747;22410.0;3.0
748;22440.0;3.0
749;22470.0;3.0
750;22500.0;2.0
751;22530.0;3.0
752;22560.0;3.0
753;22590.0;3.0
754;22620.0;3.0
755;22650.0;3.0
756;22680.0;3.0
757;22710.0;3.0
758;22740.0;3.0
759;22770.0;3.0
760;22800.0;3.0
761;22830.0;3.0
762;22860.0;4.0
763;22890.0;3.0
764;22920.0;3.0
765;22950.0;3.0
766;22980.0;3.0
767;23010.0;3.0
768;23040.0;3.0
769;23070.0;3.0
770;23100.0;3.0
771;23130.0;6.0
772;23160.0;1.0
773;23190.0;1.0
774;23220.0;1.0
775;23250.0;2.0
776;23280.0;2.0
777;23310.0;2.0
778;23340.0;2.0
779;23370.0;2.0
780;23400.0;2.0
781;23430.0;2.0
782;23460.0;2.0
783;23490.0;2.0
784;23520.0;2.0
785;23550.0;2.0
786;23580.0;5.0
787;23610.0;5.0
788;23640.0;5.0
789;23670.0;5.0
790;23700.0;5.0
791;23730.0;5.0
792;23760.0;5.0
793;23790.0;5.0
794;23820.0;5.0
795;23850.0;5.0
796;23880.0;5.0
797;23910.0;5.0
798;23940.0;1.0
799;23970.0;1.0
800;24000.0;1.0
801;24030.0;5.0
802;24060.0;5.0
803;24090.0;5.0
804;24120.0;5.0
805;24150.0;1.0
806;24180.0;1.0
807;24210.0;5.0
808;24240.0;5.0
809;24270.0;1.0
810;24300.0;5.0
811;24330.0;5.0
812;24360.0;5.0
813;24390.0;5.0
814;24420.0;5.0
815;24450.0;5.0
816;24480.0;5.0
817;24510.0;5.0
818;24540.0;5.0
819;24570.0;5.0
820;24600.0;5.0
821;24630.0;1.0
822;24660.0;1.0
823;24690.0;1.0
824;24720.0;1.0
825;24750.0;0.0
826;24780.0;0.0
827;24810.0;2.0
828;24840.0;2.0
829;24870.0;2.0
830;24900.0;2.0
831;24930.0;2.0
832;24960.0;1.0
833;24990.0;5.0
834;25020.0;5.0
835;25050.0;5.0
836;25080.0;5.0
837;25110.0;1.0
838;25140.0;0.0
839;25170.0;6.0
840;25200.0;0.0
841;25230.0;0.0
842;25260.0;0.0
843;25290.0;0.0
844;25320.0;0.0
845;25350.0;0.0
846;25380.0;0.0
847;25410.0;0.0
848;25440.0;0.0
849;25470.0;0.0
850;25500.0;0.0
851;25530.0;0.0
852;25560.0;0.0
853;25590.0;0.0
854;25620.0;0.0
855;25650.0;0.0
856;25680.0;0.0
857;25710.0;0.0
858;25740.0;0.0
859;25770.0;0.0
860;25800.0;0.0
861;25830.0;0.0
862;25860.0;0.0
863;25890.0;0.0
864;25920.0;0.0
865;25950.0;0.0
866;25980.0;0.0
867;26010.0;0.0
868;26040.0;0.0
869;26070.0;0.0
870;26100.0;0.0
871;26130.0;0.0
872;26160.0;0.0
873;26190.0;0.0
874;26220.0;0.0
875;26250.0;0.0
876;26280.0;0.0
877;26310.0;0.0
878;26340.0;0.0
879;26370.0;0.0
880;26400.0;0.0
881;26430.0;0.0
882;26460.0;0.0
883;26490.0;0.0
884;26520.0;0.0
885;26550.0;0.0
886;26580.0;0.0
887;26610.0;9.0
